OpenX Id,Open X Name,OpenX Parent_category_id,OpenX Parent Category Name,IAB/ADF Category Name,IAB/ADF ID
3207,Philosophy,32,Social Science,Religion & Spirituality,IAB23
32,Social Science,32,Social Science,Religion & Spirituality,IAB23
3301,Accessories,33,Style & Fashion,Style & Fashion,IAB18
3302,Beauty,33,Style & Fashion,Style & Fashion,IAB18
3303,Body Art,33,Style & Fashion,Style & Fashion,IAB18
3304,Clothing,33,Style & Fashion,Style & Fashion,IAB18
3305,Fashion,33,Style & Fashion,Style & Fashion,IAB18
3306,Jewelry,33,Style & Fashion,Style & Fashion,IAB18
33,Style & Fashion,33,Style & Fashion,Style & Fashion,IAB18
3401,Alternative Religions,34,Religion and Spirituality,Religion & Spirituality,IAB23
3402,Atheism/Agnosticism,34,Religion and Spirituality,Religion & Spirituality,IAB23
3403,Buddhism,34,Religion and Spirituality,Religion & Spirituality,IAB23
3404,Catholicism,34,Religion and Spirituality,Religion & Spirituality,IAB23
3405,Christianity,34,Religion and Spirituality,Religion & Spirituality,IAB23
3406,Hinduism,34,Religion and Spirituality,Religion & Spirituality,IAB23
3407,Islam,34,Religion and Spirituality,Religion & Spirituality,IAB23
3408,Judaism,34,Religion and Spirituality,Religion & Spirituality,IAB23
3409,Latter-Day Saints,34,Religion and Spirituality,Religion & Spirituality,IAB23
3410,Other,34,Religion and Spirituality,Religion & Spirituality,IAB23
3411,Pagan/Wiccan,34,Religion and Spirituality,Religion & Spirituality,IAB23
34,Religion and Spirituality,34,Religion and Spirituality,Religion & Spirituality,IAB23
3501,Charities/Donations,35,Society,Society,IAB14
3502,Dating,35,Society,Society,IAB14
3503,Divorce,35,Society,Society,IAB14
3504,Ethnic Specific,35,Society,Society,IAB14
3505,Gay Life,35,Society,Society,IAB14
3506,Life Experiences,35,Society,Society,IAB14
3507,Marriage,35,Society,Society,IAB14
3508,Night Life,35,Society,Society,IAB14
3509,Senior Living,35,Society,Society,IAB14
3510,Teens,35,Society,Society,IAB14
3511,Weddings,35,Society,Society,IAB14
35,Society,35,Society,Society,IAB14
99,Not Classified,99,Not Classified,Uncategorized,IAB24
40102,"Classified, Auctions",40001,"Shopping, Promotions",Religion & Spirituality,IAB23
40103,Free Products,40001,"Shopping, Promotions",Religion & Spirituality,IAB23
40105,General Shopping Sites,40001,"Shopping, Promotions",Religion & Spirituality,IAB23
40104,"Sales, Discounts",40001,"Shopping, Promotions",Religion & Spirituality,IAB23
40101,"Shopping Guides, Comparison Sites",40001,"Shopping, Promotions",Religion & Spirituality,IAB23
40001,"Shopping, Promotions",40001,"Shopping, Promotions",Religion & Spirituality,IAB23
40201,News,40002,News and Information,News,IAB12
40202,"Regional Directories, Guides",40002,News and Information,News,IAB12
40205,Research Tools,40002,News and Information,News,IAB12
40203,Specialized Information,40002,News and Information,News,IAB12
40204,Weather,40002,News and Information,News,IAB12
40002,News and Information,40002,News and Information,News,IAB12
40301,Automobile Manufacturers,40003,Automotive,Automotive,IAB2
40302,Automotive News and Classifieds,40003,Automotive,Automotive,IAB2
40303,Parts and Accessories,40003,Automotive,Automotive,IAB2
40003,Automotive,40003,Automotive,Automotive,IAB2
40402,Banking,40004,"Banking, Finance, Insurance",Financial Planning,IAB13-4
40404,Credit Cards,40004,"Banking, Finance, Insurance",Financial Planning,IAB13-4
40405,Financial News and Information,40004,"Banking, Finance, Insurance",Financial Planning,IAB13-4
40406,Financial Tools,40004,"Banking, Finance, Insurance",Financial Planning,IAB13-4
40401,Insurance,40004,"Banking, Finance, Insurance",Financial Planning,IAB13-4
40407,"Loans, Credit",40004,"Banking, Finance, Insurance",Financial Planning,IAB13-4
40403,Online Trading,40004,"Banking, Finance, Insurance",Financial Planning,IAB13-4
40004,"Banking, Finance, Insurance",40004,"Banking, Finance, Insurance",Financial Planning,IAB13-4
40502,"Arts, Graphics",40005,"Culture, Leisure, Sport",Sports,IAB17
40507,Books,40005,"Culture, Leisure, Sport",Sports,IAB17
40505,"Contests, Lotteries",40005,"Culture, Leisure, Sport",Sports,IAB17
40503,Events,40005,"Culture, Leisure, Sport",Sports,IAB17
40504,Humor,40005,"Culture, Leisure, Sport",Sports,IAB17
40509,Music,40005,"Culture, Leisure, Sport",Sports,IAB17
40506,Online Games,40005,"Culture, Leisure, Sport",Sports,IAB17
40510,Sport,40005,"Culture, Leisure, Sport",Sports,IAB17
40508,TV and Radio,40005,"Culture, Leisure, Sport",Sports,IAB17
40511,"Videos, Cinema",40005,"Culture, Leisure, Sport",Sports,IAB17
40005,"Culture, Leisure, Sport",40005,"Culture, Leisure, Sport",Sports,IAB17
40601,"Jobs, Careers",40006,Employment and Training,Job Fairs,IAB4-4
40602,"Training, Education",40006,Employment and Training,Job Fairs,IAB4-4
40603,Universities,40006,Employment and Training,Job Fairs,IAB4-4
40006,Employment and Training,40006,Employment and Training,Job Fairs,IAB4-4
40701,Animals,40007,Family and Living,Family & Parenting,IAB6
40702,"Children, Toys",40007,Family and Living,Family & Parenting,IAB6
40706,Dating,40007,Family and Living,Family & Parenting,IAB6
40703,"Families, Parents",40007,Family and Living,Family & Parenting,IAB6
40704,Geneaology,40007,Family and Living,Family & Parenting,IAB6
40707,"Health, Well Being, Nutrition",40007,Family and Living,Family & Parenting,IAB6
40705,"Religion, Spirituality",40007,Family and Living,Family & Parenting,IAB6
40007,Family and Living,40007,Family and Living,Family & Parenting,IAB6
40801,Computer and Consumer Electronics News,40008,"Computers, Consumer Electronics",Technology & Computing,IAB19
40803,Manufacturers,40008,"Computers, Consumer Electronics",Technology & Computing,IAB19
40804,Photography Equipment,40008,"Computers, Consumer Electronics",Technology & Computing,IAB19
40802,Software Publishers,40008,"Computers, Consumer Electronics",Technology & Computing,IAB19
40008,"Computers, Consumer Electronics",40008,"Computers, Consumer Electronics",Technology & Computing,IAB19
40904,"Fashion, Beauty",40009,Fashion / Home,Home & Garden,IAB10
40903,"House, Garden",40009,Fashion / Home,Home & Garden,IAB10
40902,Real Estate,40009,Fashion / Home,Home & Garden,IAB10
40009,Fashion / Home,40009,Fashion / Home,Home & Garden,IAB10
41101,"Military Activities, Army",40011,"Public Organizations, Associations",Uncategorized,IAB24
41102,Non-profit Organizations,40011,"Public Organizations, Associations",Uncategorized,IAB24
41103,"Public Service, Government",40011,"Public Organizations, Associations",Uncategorized,IAB24
40011,"Public Organizations, Associations",40011,"Public Organizations, Associations",Uncategorized,IAB24
41201,"Community Blogs, Sites",40012,"Portals, Search Engines, Online Communities",Portal,ADF-010
41203,General Portals,40012,"Portals, Search Engines, Online Communities",Portal,ADF-010
41202,Search Engines,40012,"Portals, Search Engines, Online Communities",Portal,ADF-010
41204,Specialized Portals,40012,"Portals, Search Engines, Online Communities",Portal,ADF-010
40012,"Portals, Search Engines, Online Communities",40012,"Portals, Search Engines, Online Communities",Portal,ADF-010
40013,Corporate Sites,40013,Corporate Sites,Business,IAB3
41401,Email,40014,"Telecom, Internet Services",Technology & Computing,IAB19
41404,Instant Messengers,40014,"Telecom, Internet Services",Technology & Computing,IAB19
41405,"Internet Tools, Online Services",40014,"Telecom, Internet Services",Technology & Computing,IAB19
41402,ISPs,40014,"Telecom, Internet Services",Technology & Computing,IAB19
41407,"Land Telephones, VoIP",40014,"Telecom, Internet Services",Technology & Computing,IAB19
41406,Mobile Telephony and Services,40014,"Telecom, Internet Services",Technology & Computing,IAB19
41403,Web Hosting,40014,"Telecom, Internet Services",Technology & Computing,IAB19
40014,"Telecom, Internet Services",40014,"Telecom, Internet Services",Technology & Computing,IAB19
41501,Airlines,40015,Travel,Travel,IAB20
41502,Cruises,40015,Travel,Travel,IAB20
41503,"Hotels, Hotel Guides",40015,Travel,Travel,IAB20
41504,Maps and Directions,40015,Travel,Travel,IAB20
41505,"Tourism, Destinations",40015,Travel,Travel,IAB20
40015,Travel,40015,Travel,Travel,IAB20
40016,Adult,40016,Adult,Illegal Content / XXX,IAB25
40017,"Food, Drink",40017,"Food, Drink",Food & Drink,IAB8
40018,Gambling,40018,Gambling,Gambling,ADF-042
41902,Social apps,40019,Social Networking,Social Networking,ADF-020
41901,Social sites,40019,Social Networking,Social Networking,ADF-020
40019,Social Networking,40019,Social Networking,Social Networking,ADF-020
40098,Banned,40098,Banned,Illegal Content / XXX,IAB25
40099,Not Classified,40099,Not Classified,Uncategorized,IAB24
